ID,PRSMI20,SENMI20,WEIGHT,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,CONTROLSEN,COUNT2,COUNTACC,COVIDHARDSHIP,COVIDHARDSHIP2,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVPRES20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,UNIONHH12,VERSION,VOTE2016,VOTEMETHOD,WHNCLINC,WHTEVANG,ZIPCODE
141381.0,Donald Trump,John James,0.53521356154,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 2,9.0,Yes,Somewhat badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Omit,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,94.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians,48363.0
150527.0,Donald Trump,John James,1.15587561219,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,10.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,About the same,,3.0,,,,,,,,,Omit,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,49.0,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,,,48412.0
150646.0,Donald Trump,John James,0.91491076672,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Not complete,No,Call 3,1.0,No,,,,,,,,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,5.0,,,,,,,,,,No,,,,Yes,Women without children,,,,,,,,12.0,,,,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,,,,,Version 2,,Election day,,All others,49839.0
140627.0,Donald Trump,John James,0.4591336823,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,3.0,Yes,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Better today,,4.0,,,,,,,,,,No,No,,,,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,4.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,National questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,In September,Before that,Before that,,,,Version 4,,Election day,,White Born-again/Evangelical Christians,49058.0
151400.0,Donald Trump,John James,0.77236715414,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,5.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,1.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,Yes,,49753.0
129209.0,Donald Trump,John James,1.15587561219,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,10.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,About the same,,3.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,49.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,No,,48412.0
129208.0,Donald Trump,John James,0.27522895741,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,2.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Neither of them,Unfavorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,No,Neither of them do,No,In the last few days,In the last month,In the last week,,,No,Version 1,,Election day,No,,49423.0
129206.0,Donald Trump,John James,0.44943789376,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,3.0,,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Very confident,No financial hardship at all,No financial hardship at all,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,4.0,,,,,,,,,,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,4.0,Moderate/Liberal Republicans,Conservative Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,,Election day,,,49058.0
129201.0,Donald Trump,John James,0.66059616482,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,7.0,No,Somewhat badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,Against his opponent,4.0,Donald Trump,Donald Trump,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,6.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,Didn't vote,Election day,,White Born-again/Evangelical Christians,49037.0
94569.0,Donald Trump,John James,2.00092595457,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,1.0,,,,The Republican Party,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,About the same,,5.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,Has good judgment,White,White,State questionnaire,White,White,,,,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Early in-person,No,,49829.0
150487.0,Donald Trump,John James,1.09183562038,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,9.0,Yes,Very well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men with children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,101.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians,48084.0
141333.0,Donald Trump,John James,0.88066710356,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,8.0,,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Crime and safety,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,124.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,National questionnaire,White,White,White,,,Midwest,Male,White men,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,,,,,Version 1,,Election day,No,,48429.0
141875.0,Donald Trump,John James,0.72420619226,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 2,6.0,Yes,Very well,Very well or somewhat well,,Not very confident or not at all confident,Not at all confident,No financial hardship at all,No financial hardship at all,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,8.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians,49031.0
150035.0,Donald Trump,John James,0.73892702844,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,5.0,,,,,,,,,,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,16.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,National questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Rural,Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,Election day,,,49740.0
94291.0,Donald Trump,John James,1.09876452207,,,,,,,,,,Complete,,,1.0,,,,The Republican Party,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Unfavorable,Only Trump,Favorable,Better today,,5.0,,,,,,,,,Omit,,,,,,,Republican,,,Republican women,Republican,,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,,,State questionnaire,,,,,,Midwest,Female,,Rural,Small Cities/Rural, Michigan,Other,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,By mail,,,49684.0
149423.0,Donald Trump,John James,0.40939689121,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 3,10.0,No,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,For your candidate,3.0,Donald Trump,Donald Trump,,,,,,,,No,No,Excellent,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,65.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians,48316.0
119214.0,Donald Trump,John James,1.77759282301,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,12.0,,,,,,,,,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Only Trump,Favorable,,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,Has good judgment,White,White,National questionnaire,White,White,,,,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Telephone survey,,,,,,,,,,Version 1,,By mail,No,,48124.0
141321.0,Donald Trump,John James,0.54097374988,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,3.0,,,,,,,,,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,4.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,National questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,,,,,,Version 1,,Election day,Yes,,49058.0
129172.0,Donald Trump,John James,0.49628894624,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,8.0,Yes,Somewhat well,Very well or somewhat well,,Not very confident or not at all confident,Not very confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Not so good,Not so good or poor,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,33.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,"Cities 10,000-50,000",Small Cities/Rural, Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,Donald Trump,Election day,,White Born-again/Evangelical Christians,48823.0
142755.0,Donald Trump,John James,1.15596158713,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 2,6.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,About the same,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,8.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,Yes,,49031.0
129159.0,Donald Trump,John James,0.76552892256,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,3.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Only Trump,Favorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,44.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,No,Version 1,,Election day,No,,49505.0
129148.0,Donald Trump,John James,0.64401639827,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Neither of them,Unfavorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,106.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,No,Neither of them do,No,Before that,Before that,Before that,,,No,Version 1,,Election day,No,,49423.0
129147.0,Donald Trump,John James,0.4752504258,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Not complete,No,Call 1,11.0,Yes,,,,,,,,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,For your candidate,1.0,,,,,,,,,,No,,,,Yes,Men with children,,,,,,,,154.0,,,,White,White,State questionnaire,White,White,White,,,Midwest,Male,White men,Suburbs,Suburbs, Michigan,White suburban men,Election day exit poll,,,,,,,,,,Version 2,,Election day,,All others,48170.0
129142.0,Donald Trump,John James,1.75061298751,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,9.0,No,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,No financial hardship at all,No financial hardship at all,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,101.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,Donald Trump,Election day,,All others,48084.0
151439.0,Donald Trump,John James,0.26360717472,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 3,7.0,,,,The Democratic Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Only Trump,Favorable,Better today,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,6.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,Midwest,Male,Black men,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,No,Only Donald Trump does,Yes,In October,In the last month,Before that,,,No,Version 1,,Election day,No,,49037.0
129128.0,Donald Trump,John James,1.12925814556,45-65,30-59,50-59,45+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 1,7.0,No,Somewhat well,Very well or somewhat well,,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,6.0,Moderate/Liberal Republicans,Moderate Independents,,Black,Black,State questionnaire,Black,Non-white,Black,One of many important problems,The most important problem or one of many important problems,Midwest,Female,Black women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,,Version 2,Donald Trump,Election day,,All others,49037.0
141274.0,Donald Trump,John James,1.15587561219,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,10.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Better today,,3.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,49.0,Moderate/Liberal Republicans,Moderate Independents,Cares about people like me,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,Suburbs,Suburbs, Michigan,White suburban women,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,Yes,,48412.0
129124.0,Donald Trump,John James,0.57961477301,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,2.0,,,,The Republican Party,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Only Trump,Favorable,Worse today,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,111.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,No,Version 1,,Election day,No,,49534.0
149366.0,Donald Trump,John James,0.40939689121,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,All others,All others,Complete,No,Call 3,10.0,No,Very well,Very well or somewhat well,,Not very confident or not at all confident,Not very confident,A severe financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,Omit,3.0,Donald Trump,Donald Trump,,,,,,,,No,No,Excellent,Excellent or good,No,Men without children,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Something else,All others,Moderate,65.0,Moderate/Liberal Republicans,Moderate Independents,,Other,Other,State questionnaire,Other,Non-white,Other,Not a problem at all,A minor problem or not a problem at all,Midwest,Male,All other races,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,Hillary Clinton,Election day,,All others,48316.0
150526.0,Donald Trump,John James,0.34475527379,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,All others,All others,Complete,,Call 3,10.0,,,,,,,,,Election day,"Containing the coronavirus now, even if it hurts the economy",Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,For your candidate,3.0,Donald Trump,Donald Trump,,,,,,,,No,,Good,Excellent or good,No,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,All others,Conservative,62.0,Independent/Something else,Conservative Republicans,,Other,Other,National questionnaire,Other,Non-white,Other,,,Midwest,Female,All other races,Suburbs,Suburbs, Michigan,Other,Election day exit poll,,,,,,,,,,Version 2,Donald Trump,Election day,,,48042.0
151280.0,Donald Trump,John James,1.48309819804,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 3,12.0,No,Very badly,Somewhat badly or very badly,,Very confident or somewhat confident,Somewhat confident,A moderate financial hardship,A severe financial hardship or a moderate financial hardship,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,Omit,3.0,Omit,Omit,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,69.0,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,Midwest,Female,White women,"Cities 50,000-500,000","Cities over 50,000", Michigan,Other,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,Hillary Clinton,Election day,,All others,48092.0
