ID,WEIGHT,PRSKY20,SENKY20,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CHILD12,CONTAINCOVID,CONTAINCOVID2,COUNT2,COUNTACC,EARLYVELECTION,ECONVCORONA20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVMCGRATH,FAVMCONL,FAVPRES20,FAVSENKY20,FAVTRUMP,FINSIT,FORCAND,GEOCODE,HANDLECORONA20,HANDLEECON20,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSUE20,LATINO,LGBT,NEC,NEC2,NEWVOTER,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,POLICEEVENTS20,PRECINCT,PTYIDEO,PTYIDEO7,QLT20,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACISM20,RACISM20B,REGION,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TEMPBIDEN,TEMPERAMENT20,TEMPTRUMP,TIME16,TIME16MONTH,TIME16WEEK,TRUMP2,TRUMP4,VERSION,VETVOTER,VOTEMETHOD,WHNCLINC,WHTEVANG,ZIPCODE
144165.0,0.38886521026,Joe Biden,Mitch McConnell,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,4.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,No,No,Not so good,Not so good or poor,Yes,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Isolated events,44.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,White Born-again/Evangelical Christians,41144.0
123739.0,0.46592357553,Joe Biden,Mitch McConnell,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,2.0,,,,,,Election day,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Favorable,Only Biden,Only McConnell,Unfavorable,About the same,,5.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,27.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Cares about people like me,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,Election day,Yes,,42301.0
135676.0,0.46742016453,Joe Biden,Mitch McConnell,,,,,,,,,,Complete,,Call 1,5.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Both of them,Neither,Favorable,Better today,,1.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Racial inequality,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Liberal,,80.0,Conservative Republicans,Mod./Liberal Republicans,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Male,Latino men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,Omit,Omit,No,In the last week,In the last month,In the last week,,,Version 1,,Election day,No,,40729.0
121202.0,0.51067382791,Joe Biden,Mitch McConnell,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,5.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,Only Biden,Neither,Unfavorable,Worse today,,1.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The coronavirus pandemic,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,105.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,In the last week,In the last month,In the last week,,,Version 1,,Election day,Yes,,42503.0
144052.0,0.55555669598,Joe Biden,Mitch McConnell,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Yes,Call 3,4.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,For your candidate,1.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Omit,44.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,White Born-again/Evangelical Christians,41144.0
124773.0,0.56144328262,Joe Biden,Mitch McConnell,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,4.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Favorable,Only Biden,Only McConnell,Unfavorable,About the same,,3.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,77.0,Independent/Something else,Conservative Republicans,Can unite the country,White,White,State questionnaire,White,White,White,,,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,Yes,Only Joe Biden does,No,In the last few days,In the last month,In the last week,,,Version 1,,Election day,No,,41017.0
144181.0,0.64024233454,Joe Biden,Mitch McConnell,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,4.0,Yes,Very well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Election day,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,3.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,A sign of broader problems,19.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,All others,41076.0
132152.0,0.66213206649,Joe Biden,Mitch McConnell,30-44,30-59,30-34,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 2,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,Against his opponent,3.0,Joe Biden,Omit,,,,,,,,No,No,Good,Excellent or good,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,A sign of broader problems,15.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Election day exit poll,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Election day,,All others,40165.0
60863.0,1.46058268536,Joe Biden,Mitch McConnell,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,,1.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,5.0,Omit,Omit,,,,,,,,No,No,Not so good,Not so good or poor,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Omit,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,Not a problem at all,A minor problem or not a problem at all,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Somewhat approve,Version 2,No,By mail,,White Born-again/Evangelical Christians,42276.0
61031.0,1.67048107718,Joe Biden,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,,5.0,Yes,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Somewhat confident,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,For your candidate,1.0,Joe Biden,Joe Biden,,,,,,,,No,No,Not so good,Not so good or poor,No,Men with children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,A sign of broader problems,,Moderate/Liberal Republicans,Moderate Independents,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Telephone survey,,,,,,,Strongly or somewhat disapprove,Somewhat disapprove,Version 2,No,Early in-person,,All others,42503.0
60923.0,1.92561815628,Joe Biden,Mitch McConnell,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,,4.0,Yes,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,For your candidate,3.0,Joe Biden,Omit,,,,,,,,No,No,Poor,Not so good or poor,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Isolated events,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,Suburbs,Suburbs,Kentucky,White suburban women,Telephone survey,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,Version 2,No,Early in-person,,All others,41001.0
60515.0,2.89039634294,Joe Biden,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,6.0,,,,,,Absentee or early in-person,"Containing the coronavirus now, even if it hurts the economy",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,Only Biden,Neither,Unfavorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Racial inequality,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Liberal,,,Moderate/Liberal Republicans,Liberal Independents,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Telephone survey,Yes,Only Joe Biden does,No,Before that,Before that,Before that,,,Version 1,,By mail,No,,40511.0
114249.0,0.14806597086,Donald Trump,Mitch McConnell,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,3.0,,,,,,Absentee or early in-person,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,,,Both of them,,Favorable,,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",The economy,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,National questionnaire,White,White,,,,South,Male,White men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Telephone survey,,,,,,,,,Version 1,,Early in-person,No,,40207.0
60647.0,0.23667260949,Donald Trump,Mitch McConnell,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,1.0,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,5.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Suburbs,Suburbs,Kentucky,White suburban men,Telephone survey,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Early in-person,No,,42211.0
60655.0,0.23667767206,Donald Trump,Mitch McConnell,45-65,30-59,50-59,45+,45-59,50-64,,,,Complete,,,5.0,,,,,,Absentee or early in-person,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,,,Unfavorable,Unfavorable,Unfavorable,Only Trump,Neither,Favorable,Better today,,1.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999",,The economy,No,,,,,,Independent/Something else,,,Independent men,Independent,,Moderate,,,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,,,State questionnaire,,,,,,South,Male,,"Cities 10,000-50,000",Small Cities/Rural,Kentucky,Other,Telephone survey,No,Neither of them do,No,Before that,Before that,Before that,,,Version 1,,Early in-person,No,,41102.0
119774.0,0.24313646455,Donald Trump,Mitch McConnell,,,,,,,,,,Complete,,,3.0,,Omit,Omit,Very confident or somewhat confident,Very confident,Absentee or early in-person,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,White,National questionnaire,White,White,,One of many important problems,The most important problem or one of many important problems,South,Male,White men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 3,,By mail,,,40207.0
61012.0,0.25401929632,Donald Trump,Mitch McConnell,45-65,60+,60-64,45+,60+,50-64,,,,Complete,Yes,,2.0,No,Very badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Absentee or early in-person,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,,,,,,,,For your candidate,5.0,Omit,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Men without children,Independent/Something else,,,Independent men,Independent,,Conservative,Isolated events,,Moderate/Liberal Republicans,Conservative Independents,,,,State questionnaire,,,,A minor problem,A minor problem or not a problem at all,South,Male,,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Telephone survey,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Early in-person,,All others,42101.0
121243.0,0.26707886733,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Yes,Call 1,6.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Excellent,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Isolated events,37.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,A minor problem,A minor problem or not a problem at all,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,White Born-again/Evangelical Christians,40601.0
132569.0,0.26707886733,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,6.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,37.0,Independent/Something else,Conservative Republicans,Has good judgment,White,White,State questionnaire,White,White,White,,,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,Yes,,40601.0
143673.0,0.26707886733,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 3,6.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",The economy,No,,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Conservative,,37.0,Moderate/Liberal Republicans,Conservative Independents,Is a strong leader,Black,Black,State questionnaire,Black,Non-white,Black,,,South,Male,Black men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,40601.0
143953.0,0.26707886733,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,,,,Complete,,Call 3,6.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Associate's degree (AA or AS),No college degree,More than high school graduate,,,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999",,Crime and safety,No,,,,,,Republican,,,Republican women,Republican,,Moderate,,37.0,Conservative Republicans,Mod./Liberal Republicans,Cares about people like me,,,State questionnaire,,,,,,South,Female,,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,40601.0
144027.0,0.26707886733,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,6.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,2.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care policy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,37.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,Yes,,40601.0
144050.0,0.26707886733,Donald Trump,Mitch McConnell,45-65,30-59,45-49,45+,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,6.0,Yes,Very well,Very well or somewhat well,Not very confident or not at all confident,Not very confident,Election day,,,,,,,,,,,,,,For your candidate,2.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Isolated events,37.0,Conservative Republicans,Mod./Liberal Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,Rural,Small Cities/Rural,Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,White Born-again/Evangelical Christians,40601.0
123531.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,Call 1,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,4.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,Yes,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,All others,Conservative,,70.0,Independent/Something else,Conservative Republicans,Is a strong leader,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,,South,Male,Latino men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,Yes,Both of them do,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,40222.0
133646.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 2,3.0,Yes,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,For your candidate,4.0,Donald Trump,Joe Biden,,,,,,,,No,Yes,Good,Excellent or good,Yes,Men with children,Republican,Black non-Democrat,All Republicans,Republican men,Republican,All others,Liberal,A sign of broader problems,70.0,Conservative Republicans,Mod./Liberal Republicans,,Black,Black,State questionnaire,Black,Non-white,Black,The most important problem,The most important problem or one of many important problems,South,Male,Black men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,Yes,Election day,,All others,40222.0
134034.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 2,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Unfavorable,Only Trump,Neither,Favorable,Better today,,4.0,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",The economy,No,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,70.0,Moderate/Liberal Republicans,Moderate Independents,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,40222.0
144348.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,3.0,No,Somewhat well,Very well or somewhat well,Very confident or somewhat confident,Somewhat confident,Election day,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,For your candidate,4.0,Donald Trump,Donald Trump,,,,,,,,,No,Not so good,Not so good or poor,Yes,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,A sign of broader problems,70.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,All others,40222.0
144628.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 3,3.0,No,Somewhat badly,Somewhat badly or very badly,Very confident or somewhat confident,Very confident,Election day,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Against his opponent,4.0,Donald Trump,Donald Trump,,,,,,,,No,No,Good,Excellent or good,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,A sign of broader problems,70.0,Independent/Something else,Conservative Republicans,,White,White,State questionnaire,White,White,White,One of many important problems,The most important problem or one of many important problems,South,Female,White women,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,,,,,,,Strongly or somewhat approve,Strongly approve,Version 2,No,Election day,,All others,40222.0
144738.0,0.28041889886,Donald Trump,Mitch McConnell,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 3,3.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,4.0,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,,70.0,Independent/Something else,Conservative Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Male,White men,"Cities over 500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,40222.0
125654.0,0.28286279784,Donald Trump,Mitch McConnell,18-29,18-29,18-24,18-44,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,2.0,,,,,,Election day,"Rebuilding the economy now, even if it hurts efforts to contain the coronavirus",Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Favorable,Only Trump,Only McConnell,Favorable,Better today,,5.0,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Crime and safety,No,,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,110.0,Conservative Republicans,Mod./Liberal Republicans,Is a strong leader,White,White,State questionnaire,White,White,White,,,South,Female,White women,"Cities 50,000-500,000","Cities over 50,000",Kentucky,Other,Election day exit poll,No,Only Donald Trump does,Yes,Before that,Before that,Before that,,,Version 1,,Election day,No,,42101.0
