ID,WEIGHT,GOVVA21,LGOVVA21,AGVA21,ABORT2,ABORTION,AGE,AGE3,AGE10,AGE45,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BIDENPRES2,BIDENPRES4,BRNAGAIN,CALL,CDNUM,CHILD12,CONMONUMENTS,COUNT2,COUNTACC,DEMLIBERAL,EARLYVELECTION,EDUC18,EDUCATIONVA21,EDUCATIONVA21B,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVGOVVA21,FAVMCAULIFFE,FAVTRUMP,FAVYOUNGKIN,FORBIDENG,FORCANDGOV,GEOCODE,GUNOWNER12,HANDLECOVIDMCAULIFFE,HANDLECOVIDVA21,HANDLECOVIDYOUNGKIN,HANDLECRIMEMCAULIFFE,HANDLECRIMEVA21,HANDLECRIMEYOUNGKIN,HANDLEECONMCAULIFFE,HANDLEECONVA21,HANDLEECONYOUNGKIN,ISSUE21VA,LATINO,PARENTS,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REPCONSERVATIVE,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,STANUM,STECVA,STECVA2,SUBURBWHITE,TELEPOLL,VAXMANDATEVA21,VAXSTATUS21,VERSION,VOTE2020,VOTEMETHOD,WHTEVANG
277301826.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301827.0,0.520286738872528,Terry McAuliffe,Winsome Sears,Jason Miyares,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,Yes,,Not very confident or not at all confident,Not at all confident,,Absentee or early in-person,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women with children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Not so good,Not so good or Poor,White suburban women,Telephone survey,Opoose,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301828.0,0.710142195224762,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,No,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Not so good,Not so good or Poor,White suburban women,Telephone survey,Opoose,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301829.0,0.710142195224762,Glenn Youngkin,Winsome Sears,Jason Miyares,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,No,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Opoose,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301830.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301831.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301832.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,Yes,Women without children,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,,Female,Latino women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301833.0,0.453330606222153,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Yes,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Attended college but received no degree,Some,A lot or Some,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,South,,Female,Black women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301834.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,45-49,45+,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,,No,,10.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,South,,Female,Black women,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301835.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,18-29,18-29,25-29,18-44,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301836.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301837.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,,,No,,10.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",A lot,A lot or Some,College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,,No,Men with children,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Asian,State questionnaire,Asian,Non-white,Asian,South,,Male,All other races,Suburbs,Suburbs, Virginia,Good,Excellent or Good,Other,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301838.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Glenn Youngkin or Neither,Neither of them,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301839.0,1.06407976150513,,Winsome Sears,Jason Miyares,Illegal,Illegal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Telephone survey,Opoose,,Version 2,,Early in-person,All others
277301840.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,No,,10.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men with children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301841.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,Yes,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Omit,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301842.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,30-44,30-59,40-44,18-44,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301843.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,Only Terry McAuliffe or Both,Both of them,Only Glenn Youngkin or Both,,No,Men without children,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301844.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301845.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,30-44,30-59,35-39,18-44,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,No,,10.0,Yes,,Very confident or somewhat confident,Somewhat confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women with children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301846.0,0.710142195224762,Glenn Youngkin,Winsome Sears,Jason Miyares,Omit,Omit,65+,60+,65-74,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,,,Omit,Omit,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Omit,Omit,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Omit,Omit,Omit,Omit,Omit,Omit,Omit,Omit,Omit,,No,,,,,,,,,,,,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Omit,Omit,White suburban women,Telephone survey,Omit,,Version 2,,Early in-person,All others
277301847.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,Yes,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,Against his opponent,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301848.0,0.748528182506561,Glenn Youngkin,Winsome Sears,Jason Miyares,Legal,Legal in most cases,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,No,,10.0,No,,Not very confident or not at all confident,Not at all confident,,Absentee or early in-person,Bachelor's degree (BA or BS),A lot,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,Only Glenn Youngkin or Neither,Only Glenn Youngkin,Only Glenn Youngkin or Both,,No,Women without children,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Opoose,,Version 2,,Early in-person,All others
277301849.0,0.383587509393692,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in all cases,45-65,60+,60-64,45+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,Bachelor's degree (BA or BS),Not much,Not much or Not at all,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Men without children,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Excellent,Excellent or Good,White suburban men,Telephone survey,Favor,,Version 2,,Early in-person,All others
277301850.0,0.710142195224762,Glenn Youngkin,Winsome Sears,Jason Miyares,Omit,Omit,45-65,30-59,50-59,45+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Yes,,10.0,,,Omit,Omit,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Omit,Omit,College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,Against his opponent,1.0,,Omit,Omit,Omit,Omit,Omit,Omit,Omit,Omit,Omit,,No,,,,,,,,,,,,White,White,State questionnaire,White,White,White,South,,Male,White men,Suburbs,Suburbs, Virginia,Omit,Omit,White suburban men,Telephone survey,Omit,,Version 2,,Early in-person,White Born-again/Evangelical Christians
277301851.0,0.360339760780334,Terry McAuliffe,Hala Ayala,Mark Herring,Legal,Legal in most cases,65+,60+,75 or older,45+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,No,,10.0,No,,Very confident or somewhat confident,Very confident,,Absentee or early in-person,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",Some,A lot or Some,College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,For your candidate,1.0,,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,Only Terry McAuliffe or Both,Only Terry McAuliffe,Only Terry McAuliffe or Neither,,No,Women without children,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,South,,Female,White women,Suburbs,Suburbs, Virginia,Good,Excellent or Good,White suburban women,Telephone survey,Favor,,Version 2,,Early in-person,All others
